country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Antigua and Barbuda,AG,ATG,28,Insufficient physical activity among school going adolescents,2012,79.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Antigua and Barbuda,AG,ATG,28,Insufficient physical activity among school going adolescents,2013,79.7,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Antigua and Barbuda,AG,ATG,28,Insufficient physical activity among school going adolescents,2014,79.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Antigua and Barbuda,AG,ATG,28,Insufficient physical activity among school going adolescents,2015,79.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Antigua and Barbuda,AG,ATG,28,Insufficient physical activity among school going adolescents,2016,79.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2001,89.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2002,89.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2003,89.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2004,89.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2005,89.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2006,89.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2007,89.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2008,89.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2009,89.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2010,89.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2011,89.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2012,89.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2013,89.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2014,89.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2015,89.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2016,89.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2001,81.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2002,81,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2003,80.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2004,80.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2005,80.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2006,80.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2007,80.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2008,80.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2009,80.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2010,80.4,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2011,80.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2012,80.2,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2013,80.2,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2014,80.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2015,80,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2016,79.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2001,85.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2002,85.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2003,85.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2004,85.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2005,85.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2006,85.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2007,85.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2008,85.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2009,85,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2010,85,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2011,85,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2012,84.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2013,84.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2014,84.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2015,84.8,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Argentina,AR,ARG,32,Insufficient physical activity among school going adolescents,2016,84.8,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2001,83.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2002,83.4,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2003,83.4,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2004,83.4,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2005,83.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2006,83.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2007,83.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2008,83.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2009,83.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2010,83.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2011,83,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2012,83,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2013,82.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2014,82.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2015,82.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2016,82.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2001,76.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2002,76.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2003,76.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2004,76.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2005,75.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2006,75.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2007,75.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2008,75.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2009,74.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2010,74.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2011,74.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2012,74.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2013,73.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2014,73.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2015,73.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2016,73,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2001,80.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Armenia,AM,ARM,51,Insufficient physical activity among school going adolescents,2002,79.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
